title,status,proposal_date,categories,party_cleaned
จัดระเบียบราชการกระทรวงกลาโหม (ฉบับที่ ..) พ.ศ. ....,REJECTED,2024-10-24,การเมือง,พรรคเพื่อไทย
ร่างพระราชบัญญัติองค์การบริหารส่วนจังหวัด (ฉบับที่ ..) พ.ศ. ....,REJECTED,2024-10-17,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติยกเลิกประกาศคณะรักษาความสงบแห่งชาติและคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติบางฉบับที่หมดความจำเป็นและไม่เหมาะสมกับกาลปัจจุบัน พ.ศ. ....,MERGED,2024-01-31,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติยกเลิกประกาศคณะรักษาความสงบแห่งชาติและคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติบางฉบับที่หมดความจำเป็นและไม่เหมาะสมกับกาลปัจจุบัน พ.ศ. ....,MERGED,2024-01-31,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติปาล์มน้ำมันและผลิตภัณฑ์จากปาล์มน้ำมัน พ.ศ. ....,IN_PROGRESS,2024-02-08,เศรษฐกิจ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,ENACTED,2024-01-03,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,ENACTED,2024-01-03,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติส่งเสริมการพัฒนาและบริหารจัดการผลไม้ไทย พ.ศ. ....,REJECTED,2024-01-04,เศรษฐกิจ,พรรคภูมิใจไทย
"ร่างพระราชบัญญัติยกเว้นความผิดให้แก่บุคคลที่ได้รับความเสียหายหรือได้รับผลกระทบ
จากการดำเนินการตามนโยบายของรัฐด้านป่าไม้และที่ดิน พ.ศ. ....",IN_PROGRESS,2024-09-05,สิ่งแวดล้อม,พรรคประชาชาติ
"ร่างพระราชบัญญัติยกเว้นความผิดให้แก่บุคคลที่ได้รับความเสียหายหรือได้รับผลกระทบ
จากการดำเนินการตามนโยบายของรัฐด้านป่าไม้และที่ดิน พ.ศ. ....",IN_PROGRESS,2024-09-05,สิ่งแวดล้อม,พรรคประชาชาติ
ร่างพระราชบัญญัติสหภาพแรงงาน พ.ศ. ....,REJECTED,2023-08-24,แรงงาน,พรรคประชาชน
ร่างพระราชบัญญัติการผังเมือง พ.ศ. ....,IN_PROGRESS,2025-09-18,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่่ .) พ.ศ. ....,IN_PROGRESS,2025-09-11,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-11,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายแพ่งและพาณิชย์ (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-11,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติอาสาสมัครสาธารณสุขประจำหมู่บ้าน พ.ศ. ....,MERGED,2024-08-22,สาธารณสุข,พรรคเพื่อไทย
ร่างพระราชบัญญัติอาสาสมัครสาธารณสุขประจำหมู่บ้าน พ.ศ. ....,MERGED,2024-08-22,สาธารณสุข,พรรคเพื่อไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความแพ่ง (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-11,กระบวนการยุติธรรม,พรรคประชาชน
พระราชบัญญัติมาตรการของฝ่ายบริหารในการป้องกันและปราบปรามการทุจริต (ฉบับที่ 4) พ.ศ. 2568,MERGED,2023-12-19,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติระเบียบบริหารงานบุคคลส่วนท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-09-02,การเมือง,พรรคเพื่อไทย
ร่างพระราชบัญญัติอาสาสมัครสาธารณสุขประจำหมู่บ้านและแนวหน้าสุขภาพ พ.ศ. ....,IN_PROGRESS,2025-08-27,สาธารณสุข,พรรคประชาชน
